Chain,Location Number,Location ID,Address,City,State/ Province,Postal Code,Latitude,Longitude,Phone,Tier
A Wireless,0014,A Wireless0014,1811 Highway 78 E,Jasper,AL,35501,33.8447270,-87.2535170,2052950045,B
A Wireless,0015,A Wireless0015,8498 Madison Blvd,Madison,AL,35758,34.6832770,-86.7366020,2564643311,B
A Wireless,0016,A Wireless0016,11041 Highway 231 431 N,Meridianville,AL,35759,34.8329280,-86.5715090,2567461625,B
A Wireless,0017,A Wireless0017,1310 Tingle Circle E,Mobile,AL,36606,30.6701050,-88.1057890,2513089121,B
A Wireless,0018,A Wireless0018,3323 S Alabama Ave,Monroeville,AL,36460,31.4826800,-87.3303200,2515755500,B
A Wireless,0019,A Wireless0019,6365 Atlanta Hwy,Montgomery,AL,36117,32.3824780,-86.1881150,3342392580,B
A Wireless,0020,A Wireless0020,12463 AL Highway 157,Moulton,AL,35650,34.4946330,-87.2802530,2569051436,B
A Wireless,0021,A Wireless0021,206 Avalon Ave,Muscle Shoals,AL,35661,34.7445640,-87.6750640,2563814038,B
A Wireless,0022,A Wireless0022,3000 Pepperell Pkwy,Opelika,AL,36801,32.6356430,-85.4241490,3347417205,B
A Wireless,0023,A Wireless0023,25755 Perdido Beach Blvd,Orange Beach,AL,36561,30.2695410,-87.5866940,2519812433,B
A Wireless,0024,A Wireless0024,200 Main St W,Rainsville,AL,35986,34.4956790,-85.8499210,2566384655,B
A Wireless,0025,A Wireless0025,24919 John T Reid Pkwy,Scottsboro,AL,35768,34.6699530,-86.0088470,2562596711,B
Best Buy,0340,Best Buy0340,3250 Airport Blvd #4,Mobile,AL,36606,30.6761480,-88.1194190,2514786678,B
Best Buy,0383,Best Buy0383,4610 Hwy 280 S,Birmingham,AL,35242,33.4286050,-86.7089250,2054378966,B
Best Buy,0514,Best Buy0514,5850 University Dr NW # B,Huntsville,AL,35806,34.7414000,-86.6637000,2567269844,B
Best Buy,0662,Best Buy0662,2147 Tiger Town Pkwy,Opelika,AL,36801,32.6194350,-85.4064030,3347371770,B
Best Buy,0678,Best Buy0678,10200 Eastern Shore Blvd,Spanish Fort,AL,36527,30.6714910,-87.8484510,2516260948,B
Best Buy,0793,Best Buy0793,4863 Montgomery Hwy,Dothan,AL,36303,31.2701760,-85.4476720,3346711070,B
Best Buy,0807,Best Buy0807,3780 Riverchase Village,Hoover,AL,35244,33.3771120,-86.8007830,2056829822,B
Best Buy,0836,Best Buy0836,7701 Eastchase Parkway,Montgomery,AL,36117,32.3623300,-86.1569800,3342721552,B
Best Buy,1004,Best Buy1004,5072 Pinnacle SQ,Birmingham,AL,35235,33.6062110,-86.6410710,2056615010,B
Best Buy,1097,Best Buy1097,1100 Oxford Exchange Blvd,Oxford,AL,36203,33.6078000,-85.7839000,2568320172,B
Home Depot,0801,Home Depot0801,755 Schillinger Rd S,Mobile,AL,36695,30.6749550,-88.2237560,2516340351,B
Home Depot,0802,Home Depot0802,2899 S McKenzie St,Foley,AL,36535,30.3670380,-87.6830890,2519552401,B
Home Depot,0803,Home Depot0803,4045 Lawson's Ridge Dr,Huntsville,AL,35757,34.7572000,-86.7393000,2568376658,B
Home Depot,0804,Home Depot0804,1035 NW Memorial Pkwy,Huntsville,AL,35801,34.7389910,-86.5999770,2565362216,B
Home Depot,0805,Home Depot0805,3191 PELHAM PKWY,PELHAM,AL,35124,33.2844740,-86.8102320,2056851837,B
Home Depot,0806,Home Depot0806,2710 Legends Parkway,Prattville,AL,36066,32.4575420,-86.3959830,3342851693,B
Home Depot,0808,Home Depot0808,3489 ROSS CLARK CIRCLE,DOTHAN,AL,36303,31.2486000,-85.4284000,3346772790,B
Home Depot,0809,Home Depot0809,41310 US HWY 280,SYLACAUGA,AL,35150,33.1730330,-86.2858520,2562454953,B
Home Depot,0810,Home Depot0810,1808 HIGHWAY 78 E,JASPER,AL,35501,33.8156230,-87.1718860,2052210367,B
Home Depot,0812,Home Depot0812,24635 JOHN T REID PKWY,SCOTTSBORO,AL,35768,34.6666780,-86.0122110,2565752100,B
Home Depot,0813,Home Depot0813,10655 CHANTILLY PKWY,MONTGOMERY,AL,36117,32.3579750,-86.1319100,3342608702,B
Home Depot,0816,Home Depot0816,2190 TIGERTOWN PARKWAY,OPELIKA,AL,36801,32.6454120,-85.3782800,3347370136,B
Home Depot,0817,Home Depot0817,3784 HWY 280-431 NORTH,PHENIX CITY,AL,36867,32.5026770,-85.0490070,3342972045,B
Home Depot,0818,Home Depot0818,289 VAUGHAN LANE,PELL CITY,AL,35125,33.6081320,-86.2760890,2053381070,B
Home Depot,0863,Home Depot0863,7100 US Hwy 90,Daphane,AL,36526,30.5312240,-88.1933470,2516250890,B
Home Depot,0865,Home Depot0865,851 Montlimar Dr,Mobile,AL,36609,30.6598440,-88.1315510,2513800017,B
Home Depot,0866,Home Depot0866,350 CRYSTAL WATER DRIVE,OXFORD,AL,36203,33.6142710,-85.8349650,2568322279,B
Home Depot,0875,Home Depot0875,4995 Hwy 280 S,Birmingham,AL,35242,33.4227740,-86.6998820,2059959357,B
Home Depot,0877,Home Depot0877,1601 13th St,Tuscaloosa,AL,35401,33.2028000,-87.5586000,2056332038,B
Home Depot,0880,Home Depot0880,7001 Crestwood Blvd,Birmingham,AL,35210,33.5298490,-86.7274800,2055957780,B
Home Depot,0881,Home Depot0881,3670 Galleria Cir,Birmingham,AL,35244,33.3761300,-86.8113840,2059888141,B
Home Depot,0882,Home Depot0882,6405 Flintridge Dr,Fairfield,AL,35064,33.4814760,-86.9183020,2057810110,B
Home Depot,0883,Home Depot0883,2312 Eastern Blvd,Montgomery,AL,36117,32.4157580,-86.2196580,3342728552,B
Home Depot,0884,Home Depot0884,1225 Wimberly Dr SW,Decatur,AL,35603,34.5578240,-87.0057720,2563532031,B
Home Depot,0887,Home Depot0887,1600 Gadsden Hwy,Trussville,AL,35173,33.6159640,-86.6198690,2056619415,B
Home Depot,0888,Home Depot0888,10012 S MEMORIAL PKWY,HUNTSVILLE,AL,35803,34.6432890,-86.5670200,2568818270,B
Verizon Wireless,01344,Verizon Wireless01344,2340 Mcfarland Blvd E,Tuscaloosa,AL,35404,33.1889450,-87.5262130,2053669124,B
Verizon Wireless,01545,Verizon Wireless01545,6275 University Dr NW Ste 3,Huntsville,AL,35806,34.7414400,-86.6784360,2569220111,B
Verizon Wireless,01820,Verizon Wireless01820,3210 Ross Clark Cir,Dothan,AL,36303,31.2342690,-85.4316630,3346772355,B
Best Buy,1540,Best Buy1540,1800 MCFARLAND BLVD E,Tuscaloosa,AL,35404,33.1925890,-87.5261600,2052474039,C
Go Wireless,0561,Go Wireless0561,"1344 Highway 231 South, D",Ozark,AL,36360,31.4451590,-85.6543550,,C
Home Depot,6889,Home Depot6889,1460 Hwy 280,Alexander City,AL,35010,32.9546550,-85.9954960,2562346399,C
Home Depot,8577,Home Depot8577,351 SEVILLE STREET,FLORENCE,AL,35630,34.8361070,-87.6282180,2567645037,C
Target,1274,Target1274,1698 US Hwy 98,Daphane,AL,36526,30.5935130,-87.8980050,2516213540,C
Target,1322,Target1322,372 Cox Creek Pkwy,Florence,AL,35630,34.8182030,-87.6265120,2567646924,C
Target,1346,Target1346,6275 University Dr,Huntsville,AL,35806,34.7414000,-86.6784000,2569220189,C
Target,1367,Target1367,2750 Carl T Jones Dr SE,Huntsville,AL,35802,34.6736000,-86.5420000,2566503491,C
Target,1376,Target1376,790 Schillinger Rd S,Mobile,AL,36695,30.6613620,-88.2254380,2516070265,C
Target,1468,Target1468,4601 MONTGOMERY HWY STE 300,DOTHAN,AL,36303,31.2673000,-85.4487000,3343401112,C
Target,1499,Target1499,2640 Enterprise Dr,Opelika,AL,36801,32.6220780,-85.4096340,3347050152,C
Target,1772,Target1772,4616 Hwy 280,Birmingham,AL,35242,33.4234260,-86.7010740,2054087687,C
Target,1773,Target1773,1654 Gadsen Hwy,Trussville,AL,35235,33.6001700,-86.6411580,2056556950,C
Target,1787,Target1787,1901 13th Ave E,Tuscaloosa,AL,35404,33.1939000,-87.5181000,2054621064,C
Target,1825,Target1825,2576 Berryhill Rd,Montgomery,AL,36117,32.3606240,-86.1608740,3343566265,C
Target,2084,Target2084,1235 POINT MALLARD PARKWAY SE,DECATUR,AL,35601,34.5616180,-86.9708620,2568983036,C
Target,2153,Target2153,400 Oxford Exchange Blvd,Oxford,AL,36203,33.6078000,-85.7839000,2562312900,C
Target,2154,Target2154,3820 Gulf Shores Pkwy,Gulf Shores,AL,36542,30.3031670,-87.6829420,2519677001,C
Target,2274,Target2274,2754 Legends Pkwy,Prattville,AL,36066,32.4575420,-86.3959830,3342906000,C
Target,2276,Target2276,250 S Colonial Dr,Alabaster,AL,35007,33.2247280,-86.8041110,2055642608,C
Target,2355,Target2355,3489 LOWERY PKWY,FULTONDALE,AL,35068,33.6060810,-86.8061100,2054536032,C
Target,2375,Target2375,4889 Promenade Pkwy,Bessemer,AL,35022,33.3343280,-86.9899540,2055653760,C
Target,2503,Target2503,5561 Grove Blvd,Birmingham,AL,35226,33.3598400,-86.8516180,2057471654,C
Target,2796,Target2796,531 Brookwood Village,Homewood,AL,35209,33.4680580,-86.7751700,2059947531,C
Target,2816,Target2816,8207 HIGHWAY 72 W,Madison,AL,35758,34.7508080,-86.7565880,2566905890,C
Target,797,Target797,3150 Bel Air Mall,Mobile,AL,36606,30.6734700,-88.1259370,2514719760,C
Verizon Wireless,01941,Verizon Wireless01941,1810 Cherokee Ave SW,Cullman,AL,35055,34.1540640,-86.8397370,2567390090,C
Verizon Wireless,03244,Verizon Wireless03244,3080 John Hawkins Pkwy,Birmingham,AL,35244,33.3769000,-86.8049320,2054023974,C
Verizon Wireless,10230,Verizon Wireless10230,2100 Tiger Town Pkwy,Opelika,AL,36801,32.6200730,-85.4052840,3347373200,C
Verizon Wireless,11452,Verizon Wireless11452,225 State Farm Pkwy,Homewood,AL,35209,33.4466930,-86.8264850,2052900134,C
Verizon Wireless,11731,Verizon Wireless11731,331 Cox Creek Pkwy,Florence,AL,35630,34.8380600,-87.6332290,2567649500,C
Verizon Wireless,12194,Verizon Wireless12194,812 Academy Dr,Bessemer,AL,35022,33.3641360,-87.0006790,2054243046,C
Verizon Wireless,13912,Verizon Wireless13912,2104 S Mckenzie St,Foley,AL,36535,30.3837360,-87.6834400,2519705360,C
Verizon Wireless,13952,Verizon Wireless13952,2762 Carl T Jones Dr SE,Huntsville,AL,35802,34.6755790,-86.5421910,2568812350,C
Verizon Wireless,14015,Verizon Wireless14015,204 N Hood Ave,Gadsden,AL,35903,34.0104030,-85.9926740,2565462351,C
Verizon Wireless,18534,Verizon Wireless18534,30362 State Highway 181 Ste 100,Spanish Fort,AL,36527,30.6672690,-87.8519980,2516212557,C
Verizon Wireless,18854,Verizon Wireless18854,925 Ann St,Montgomery,AL,36107,32.3690000,-86.2709350,3342693023,C
Verizon Wireless,22773,Verizon Wireless22773,7770 Airport Blvd Ste B,Mobile,AL,36608,30.6836950,-88.2250370,2516077381,C
Verizon Wireless,24073,Verizon Wireless24073,1815 Glenn Blvd SW,Fort Payne,AL,35968,34.4383940,-85.7576450,2569979988,C
Verizon Wireless,27016,Verizon Wireless27016,171 E I65 Service Rd S,Mobile,AL,36606,30.6804500,-88.1264340,2514722130,C
Verizon Wireless,27024,Verizon Wireless27024,168 Lindberg Ave,Atmore,AL,36502,31.0050530,-87.4881900,2513681000,C
Verizon Wireless,27037,Verizon Wireless27037,2755 Legends Pkwy,Prattville,AL,36066,32.4587150,-86.3972550,3342855244,C
Verizon Wireless,29220,Verizon Wireless29220,3709 US Highway 431 N,Phenix City,AL,36867,32.4981000,-85.0443100,3344489100,C
Verizon Wireless,29942,Verizon Wireless29942,310 Summit Blvd,Birmingham,AL,35243,33.4507020,-86.7299480,2059680863,C
Verizon Wireless,30268,Verizon Wireless30268,1110 Beltline Rd SE,Decatur,AL,35601,34.5622710,-86.9749860,2563082355,C
Verizon Wireless,30386,Verizon Wireless30386,5235 Rangeline Service Rd S,Mobile,AL,36619,30.5947810,-88.1647450,2516431674,C
Verizon Wireless,30496,Verizon Wireless30496,621 Boll Weevil Cir,Enterprise,AL,36330,31.3198720,-85.8312150,3343475100,C
Verizon Wireless,31406,Verizon Wireless31406,6825 Eastchase Loop,Montgomery,AL,36117,32.3575940,-86.1704640,3342772222,C
Verizon Wireless,35207,Verizon Wireless35207,8646 Highway 72 W,Madison,AL,35758,34.7493240,-86.7733940,2566659543,C
Verizon Wireless,35375,Verizon Wireless35375,101 Oxford Exchange Blvd,Oxford,AL,36203,33.6088200,-85.7854800,2568310225,C
Wal-Mart,1052,Wal-Mart1052,3186 HWY 171 N,FAYETTE,AL,35555,33.7316390,-87.8085740,2059325277,C
Wal-Mart,1057,Wal-Mart1057,1300 Gilmer Ave,Tallassee,AL,36078,32.5476490,-85.9124930,3342836841,C
Wal-Mart,1063,Wal-Mart1063,1608 W Magnolia Ave,Geneva,AL,36340,31.0510000,-85.8996000,3346843681,C
Wal-Mart,1091,Wal-Mart1091,540 W Bypass,Andalusia,AL,36420,31.3186330,-86.4567320,3342226561,C
Wal-Mart,1100,Wal-Mart1100,1500 Military St,Hamilton,AL,35570,34.1021350,-87.9889950,2059213090,C
Wal-Mart,1101,Wal-Mart1101,4538 US Hwy 231,Wetumpka,AL,36092,32.6364000,-86.2410150,3345673066,C
Wal-Mart,1124,Wal-Mart1124,1201 Hwy 31 NW,Hartselle,AL,35640,34.4460840,-86.9443660,2567731675,C
Wal-Mart,1158,Wal-Mart1158,2473 Hackworth Rd,Birmingham,AL,35214,33.5794950,-86.9241880,2057989721,C
Wal-Mart,1174,Wal-Mart1174,34301 Hwy 43 N,Thomasville,AL,36784,31.9462890,-87.7385880,3346360219,C
Wal-Mart,1201,Wal-Mart1201,890 Odum Rd,Gardendale,AL,35071,33.6468250,-86.8238530,2056318110,C
Wal-Mart,1212,Wal-Mart1212,1095 Industrial Pkwy,Saraland,AL,36571,30.7993500,-88.0968970,2516758000,C
Wal-Mart,1229,Wal-Mart1229,2780 John Hawkins Pkwy,Hoover,AL,35244,33.3630080,-86.8271180,2057330303,C
Wal-Mart,1284,Wal-Mart1284,3700 Hwy 431 N,Phoenix City,AL,36867,32.5008820,-85.0433190,3342911700,C
Wal-Mart,1462,Wal-Mart1462,501 Willow Ln,Greenville,AL,36037,31.8483330,-86.6463480,3343822655,C
Wal-Mart,1481,Wal-Mart1481,209 Lakeshore Pkwy,Homewood,AL,35209,33.4483120,-86.8209850,2059458692,C
Wal-Mart,1493,Wal-Mart1493,465 Pike St,Monroeville,AL,36460,31.5116510,-87.3187780,2515753333,C
Wal-Mart,1620,Wal-Mart1620,2041 Douglas Ave,Brewton,AL,36426,31.1416930,-87.0688380,2518674680,C
Wal-Mart,1638,Wal-Mart1638,1218 S Eufaula Ave,Eufaula,AL,36027,31.8775240,-85.1498680,3346872218,C
Wal-Mart,1711,Wal-Mart1711,1600 MONTCLAIR RD,BIRMINGHAM,AL,35210,33.5261650,-86.7205480,2059560416,C
Wal-Mart,2111,Wal-Mart2111,5335 Highway 280,Hoover,AL,35242,33.4192580,-86.6756190,2059805156,C
Wal-Mart,2306,Wal-Mart2306,5710 McFarland Blvd,Northport,AL,35476,33.2356710,-87.6114630,2053337820,C
Wal-Mart,2534,Wal-Mart2534,3300 S Oates St,Dothan,AL,36301,31.1788000,-85.4038000,3347021310,C
Wal-Mart,2690,Wal-Mart2690,8650 Madison Blvd,Madison,AL,35758,34.6829000,-86.7411000,2564617403,C
Wal-Mart,2713,Wal-Mart2713,5919 Trussville Crossing Pkwy,Birmingham,AL,35235,33.6403830,-86.6267300,2056611957,C
Wal-Mart,2723,Wal-Mart2723,690 Hwy 78,Sumiton,AL,35148,33.7394240,-87.0295380,2056484100,C
Wal-Mart,2739,Wal-Mart2739,701 McMeans Ave,Bay Minette,AL,36507,30.8829630,-87.7730470,2519375558,C
Wal-Mart,2748,Wal-Mart2748,170 Ft Morgan Rd,Gulf Shores,AL,36542,30.2536540,-87.7410840,2519685871,C
Wal-Mart,2760,Wal-Mart2760,4206 College Ave,Jackson,AL,36545,31.5267030,-87.8933620,2512477101,C
Wal-Mart,287,Wal-Mart287,1801 Hwy 78 E,Jasper,AL,35501,33.8256040,-87.2579300,2053841100,C
Wal-Mart,298,Wal-Mart298,1972 US Hwy 431,Boaz,AL,35957,34.2142670,-86.1563760,2565930195,C
Wal-Mart,300,Wal-Mart300,1625 Pelham Rd S,Jacksonville,AL,36265,33.7826600,-85.7616890,2564358100,C
Wal-Mart,301,Wal-Mart301,340 E Meighan Blvd,Gadsden,AL,35903,34.0099010,-85.9886550,2565472637,C
Wal-Mart,306,Wal-Mart306,1450 N Brindlee Mountain Pkwy,Arab,AL,35016,34.3139360,-86.5030550,2565868168,C
Wal-Mart,315,Wal-Mart315,2453 2nd Ave E,Oneonta,AL,35121,33.9711890,-86.4502950,2056256474,C
Wal-Mart,316,Wal-Mart316,973 Gilbert Ferry Rd SE,Attalla     SW,AL,35954,33.9969510,-86.0910250,2565383811,C
Wal-Mart,3271,Wal-Mart3271,5100 Hwy 31,Calera,AL,35040,33.1477540,-86.7492210,2056680831,C
Wal-Mart,329,Wal-Mart329,5560 McClellan Blvd,Anniston,AL,36206,33.7182600,-85.8183950,2568203326,C
Wal-Mart,332,Wal-Mart332,6140-A University Dr,Huntsville,AL,35806,34.7462000,-86.6760000,2568377272,C
Wal-Mart,3386,Wal-Mart3386,160 Springville Station Blvd,Springville,AL,35146,33.7751000,-86.4716510,2054676656,C
Wal-Mart,355,Wal-Mart355,2900 Pepperell Pkwy,Opelika,AL,36801,32.6355970,-85.4205760,3347459333,C
Wal-Mart,356,Wal-Mart356,1717 S College St,Auburn,AL,36832,32.5706940,-85.4968110,3348212493,C
Wal-Mart,362,Wal-Mart362,2575 US HIGHWAY 43,WINFIELD,AL,35594,33.9352550,-87.8405780,2054874359,C
Wal-Mart,375,Wal-Mart375,2900 S Memorial Pkwy,Huntsville,AL,35801,34.7066330,-86.5893200,2565362870,C
Wal-Mart,394,Wal-Mart394,15445 Hwy 24,Moulton,AL,35650,34.4812060,-87.2933530,2569741128,C
Wal-Mart,403,Wal-Mart403,13675 Hwy 43,Russellville,AL,35653,34.4965330,-87.7230300,2563327382,C
Wal-Mart,4031,Wal-Mart4031,1302 GILMER AVE,Tallassee,AL,36078,32.5506160,-85.9172650,,C
Wal-Mart,409,Wal-Mart409,42417 Hwy 195,Haleyville,AL,35565,34.2264880,-87.6214130,2054869498,C
Wal-Mart,4187,Wal-Mart4187,2701 CLOVERDALE ROAD,FLORENCE,AL,35633,34.8413810,-87.6882710,,C
Wal-Mart,423,Wal-Mart423,630 Colonial Promenade Pkwy,Pelham,AL,35007,33.2357990,-86.8012150,2056200360,C
Wal-Mart,424,Wal-Mart424,1415 7th St S,Clanton,AL,35045,32.8188670,-86.6087310,2057557574,C
Wal-Mart,425,Wal-Mart425,30 Walnut St,Brent,AL,35034,32.9446750,-87.1551700,2059264878,C
Wal-Mart,4318,Wal-Mart4318,145 KELLEY BLVD,MILLBROOK,AL,36054,32.4940240,-86.3988430,3342850322,C
Wal-Mart,432,Wal-Mart432,214 Haynes St,Talladega,AL,35160,33.4349420,-86.0813560,2567611681,C
Wal-Mart,433,Wal-Mart433,2200 Sparkman Dr,Huntsville,AL,35810,34.7630580,-86.5936570,2568522236,C
Wal-Mart,4330,Wal-Mart4330,16077 Hwy 280,Chelsea,AL,35043,33.3477270,-86.6192190,2056782222,C
Wal-Mart,4333,Wal-Mart4333,2214 S. Federal Hwy.,FAIRHOPE,AL,36532,30.4828360,-87.8669740,,C
Wal-Mart,434,Wal-Mart434,11610 S Memorial Pkwy,Huntsville,AL,35803,34.6172150,-86.5673390,2568810581,C
Wal-Mart,4407,Wal-Mart4407,10710 Chantilly Parkway,MONTGOMERY,AL,36117,32.3555510,-86.1344120,3342727377,C
Wal-Mart,4497,Wal-Mart4497,1007 RED FARMER DR,HUEYTOWN,AL,35023,33.4512200,-86.9966610,2057449997,C
Wal-Mart,4581,Wal-Mart4581,2500 Dawes Road,Mobile,AL,36695,30.6302520,-88.2514370,2516336023,C
Wal-Mart,483,Wal-Mart483,1903 Cobbs Ford Rd,Prattville,AL,36066,32.4636590,-86.4148200,3343612135,C
Wal-Mart,5113,Wal-Mart5113,165 Vaughan Ln,Pell City,AL,35125,33.6081500,-86.2769480,2053385300,C
Wal-Mart,5126,Wal-Mart5126,1950 W Main St,Centre,AL,35960,34.1520890,-85.6793640,2569279900,C
Wal-Mart,5174,Wal-Mart5174,7855 Moffett Rd,Semmes,AL,36575,30.7635030,-88.2287540,2516458224,C
Wal-Mart,5197,Wal-Mart5197,330 Sutton Rd,Huntsville   E,AL,35763,34.6580000,-86.4859000,2568810581,C
Wal-Mart,5262,Wal-Mart5262,2181 Pelham Pkwy,Pelham,AL,35124,33.3361640,-86.7914390,2059870108,C
Wal-Mart,5348,Wal-Mart5348,851 Ann St,Montgomery,AL,36107,32.3709990,-86.2682390,3342237177,C
Wal-Mart,562,Wal-Mart562,8551 Whitfield Ave,Leeds,AL,35094,33.5603700,-86.5206380,2056990701,C
