Chain,Location Number,Location ID,Address,City,State/ Province,Postal Code,Latitude,Longitude,Phone,Tier
Best Buy,0147,Best Buy0147,237 Crossroads Blvd,Cary,NC,27511,35.7607120,-78.7384840,9198511868,A
Best Buy,0148,Best Buy0148,1515 W St Hwy 114,Grapevine,TX,76051,32.9289930,-97.0956860,8174429912,A
Best Buy,0149,Best Buy0149,1717 York Rd,Timonium,MD,21093,39.4274730,-76.6201770,4105612260,A
Best Buy,0150,Best Buy0150,888 Harriman Pl,San Bernardino,CA,92408,34.0667750,-117.2670290,9098854049,A
Best Buy,0152,Best Buy0152,6001 NW Loop 410 STE 108,San Antonio,TX,78238,29.4761530,-98.6115430,2105095749,A
Best Buy,0154,Best Buy0154,650 Eastgate S Dr,Cincinnati,OH,45245,39.0958570,-84.2713290,5137537062,A
Best Buy,0155,Best Buy0155,1701 S Forty Dr,Greensboro,NC,27407,36.0543600,-79.8893530,3362971242,A
Best Buy,0156,Best Buy0156,5800 Britton Pkwy,Dublin,OH,43016,40.0725170,-83.1366120,6147938630,A
Best Buy,0157,Best Buy0157,4601 E Colonial Dr,Orlando,FL,32803,28.5545850,-81.3286800,4078945003,A
Best Buy,0158,Best Buy0158,1980 Griffith Rd,Winston Salem,NC,27103,36.0645030,-80.3083850,3367681277,A
Best Buy,0159,Best Buy0159,5200 Campell Blvd,Nottingham,MD,21236,39.3730552,-76.4543560,4109313107,A
Best Buy,0160,Best Buy0160,5454 New Hope Cmns Dr,Durham,NC,27707,35.9535590,-78.9962650,9194032333,A
Best Buy,0161,Best Buy0161,100 Meijer Dr,Florence,KY,41042,39.0137740,-84.6358080,8595257118,A
Best Buy,0162,Best Buy0162,7400 Brookpark Rd,Parma,OH,44129,41.4203840,-81.7360390,2163519911,A
Best Buy,0163,Best Buy0163,2643 Housley Rd,Annapolis,MD,21401,38.9861960,-76.5553100,4105719011,A
Best Buy,0164,Best Buy0164,8682 S Prk Meadows Ctr Dr,Lone Tree,CO,80124,39.5574121,-104.8754021,3036499474,A
Best Buy,0165,Best Buy0165,2755 N Germantown Pkwy,Memphis,TN,38133,35.2009940,-89.7930200,9013738787,A
Best Buy,0166,Best Buy0166,1541 Carl D Silver Pkwy,Fredericksburg,VA,22401,38.3027730,-77.5048220,5407852200,A
Best Buy,0167,Best Buy0167,1550 Lake Woodlands Dr,The Woodlands,TX,77380,30.1695300,-95.4584000,2812921355,A
Best Buy,0168,Best Buy0168,7830 Plaza Blvd,Mentor,OH,44060,41.6579250,-81.3662360,4409741151,A
Best Buy,0169,Best Buy0169,8925 Towne Country Cir,Knoxville,TN,37923,35.9178150,-84.0850730,8657695358,A
Best Buy,0170,Best Buy0170,1600 Galleria Blvd,Brentwood,TN,37027,35.9699484,-86.8091664,6153760539,A
Best Buy,0172,Best Buy0172,2311 Gallatin Pike N,Madison,TN,37115,36.3081309,-86.6828902,6158590115,A
Best Buy,0174,Best Buy0174,2034 Skibo Rd,Fayetteville,NC,28314,35.0560960,-78.9729950,9108683707,A
Best Buy,0175,Best Buy0175,3054 E Franklin Blvd,Gastonia,NC,28056,35.2591480,-81.1248660,7048699270,A
Best Buy,0176,Best Buy0176,5604 SW Loop 820,Ft Worth,TX,76132,32.6855947,-97.4091011,8175701770,A
Best Buy,0177,Best Buy0177,5051 E RAY RD,Phoenix,AZ,85044,33.3197417,-111.9753270,4807839001,A
Best Buy,0178,Best Buy0178,11066 PECAN PARK Blvd,Cedar Park,TX,78613,30.4703900,-97.8020000,5123362050,A
Best Buy,0179,Best Buy0179,10799 WASHINGTON Blvd,Culver City,CA,90232,34.0157900,-118.4071400,3102042147,A
Best Buy,0180,Best Buy0180,3333 PRESTON RD #200,Frisco,TX,75034,33.1077490,-96.8100880,9727123939,A
Best Buy,0181,Best Buy0181,8210 Agora Pkwy,Selma,TX,78154,29.5683580,-98.3286170,2109452452,A
Best Buy,0182,Best Buy0182,3209 E Central Texas Expy,Killeen,TX,76543,31.0849665,-97.7067343,2546804040,A
Best Buy,0183,Best Buy0183,2909 Los Feliz Blvd,Los Angeles,CA,90039,34.1277500,-118.2653660,3239129288,A
Best Buy,0184,Best Buy0184,149 FLETCHER PKWY,El Cajon,CA,92020,32.8062890,-116.9631520,6194016705,A
Best Buy,0187,Best Buy0187,1717 Harrison St,San Francisco,CA,94103,37.7690010,-122.4128490,4156269682,A
Best Buy,0188,Best Buy0188,59 N BROADWAY,Chula Vista,CA,91910,32.6512500,-117.0952440,6194201187,A
Best Buy,0190,Best Buy0190,5065 ALMADEN EXPY,San Jose,CA,95118,37.2565210,-121.8770540,4089791591,A
Best Buy,0191,Best Buy0191,2005 FOREST AVE,Chico,CA,95928,39.7268240,-121.8004560,5305661012,A
Best Buy,0192,Best Buy0192,2326 S BRADLEY RD,Santa Maria,CA,93455,34.9175910,-120.4194540,8059226195,A
Best Buy,0195,Best Buy0195,4100 KEMP Blvd,Wichita Falls,TX,76308,33.8689980,-98.5360540,9406928330,A
Best Buy,0196,Best Buy0196,1751 N Central Expy,McKinney,TX,75070,33.2148070,-96.6395990,9725428305,A
Best Buy,0197,Best Buy0197,310 Goddard Blvd,King of Prussia,PA,19406,40.0920820,-75.4021540,6102657718,A
Best Buy,0198,Best Buy0198,6025 E Broadway Blvd,Tucson,AZ,85711,32.2225800,-110.8644200,5207450209,A
Best Buy,0199,Best Buy0199,16980 SW Freeway,Sugarland,TX,77478,29.5887400,-95.6377000,2812401110,A
Best Buy,0200,Best Buy0200,3124 E Jericho Tpke,E Northport,NY,11731,40.8387600,-73.3187400,6314621256,A
Best Buy,0201,Best Buy0201,125 NW Loop 410,San Antonio,TX,78216,29.5209195,-98.4960298,2103771116,A
Best Buy,0202,Best Buy0202,2800 N Central Expy,Plano,TX,75074,33.0357150,-96.7040250,9725788000,A
Best Buy,0203,Best Buy0203,9607 Research Blvd Ste 500,Austin,TX,78759,30.3882300,-97.7435110,5127950014,A
Best Buy,0204,Best Buy0204,4970 W Hwy 290,Austin,TX,78735,30.2363900,-97.8209800,5128927550,A
Best Buy,0205,Best Buy0205,4017 W Airport Fwy,Irving,TX,75062,32.8374247,-97.0057335,9722580001,A
Best Buy,0206,Best Buy0206,7520 Dodge St,Omaha,NE,68114,41.2597610,-96.0289860,4023999601,A
Best Buy,0207,Best Buy0207,5001 Big Hallow Rd,Peoria,IL,61615,40.7486350,-89.6402510,3096890277,A
Best Buy,0208,Best Buy0208,7357 W Towne Way,Madison,WI,53719,43.0555270,-89.5104920,6088291188,A
Best Buy,0209,Best Buy0209,9369 Sheridan Blvd,Westminister,CO,80031,39.8665580,-105.0533140,3034264434,A
Best Buy,0210,Best Buy0210,5395 S Wadsworth Blvd,Lakewood,CO,80123,39.6193300,-105.0921900,3039327830,A
Best Buy,0211,Best Buy0211,4100 E Mexico Ave,Denver,CO,80222,39.6853400,-104.9403600,3037585805,A
Best Buy,0212,Best Buy0212,3150 New Center Point,Colorado Springs,CO,80922,38.8780490,-104.7183950,7195979519,A
Best Buy,0213,Best Buy0213,8225 S Gessner Dr,Houston,TX,77036,29.6880430,-95.5332850,7132703250,A
Best Buy,0214,Best Buy0214,7318 Fm 1960 Rd W,Houston,TX,77070,29.9669700,-95.5378300,2814445768,A
Best Buy,0215,Best Buy0215,10777 North Freeway,Houston,TX,77037,29.9217930,-95.4122000,2818474019,A
Best Buy,0216,Best Buy0216,9670 Old Katy Rd,Houston,TX,77055,29.7851260,-95.5318120,7136476004,A
Best Buy,0217,Best Buy0217,13801 E Mississippi Ave,Aurora,CO,80012,39.6974550,-104.8275290,3033385797,A
Best Buy,0218,Best Buy0218,101 Westgate Pkwy # 101,Amarillo,TX,79121,35.1840600,-101.9333400,8063560284,A
Best Buy,0219,Best Buy0219,1409 WEST I 240 SERVICE RD,OKLAHOMA CITY,OK,73159,35.3927612,-97.5410919,4056827339,A
Best Buy,0220,Best Buy0220,5801 N May Ave,Oklahoma City,OK,73112,35.5297800,-97.5657890,4058403796,A
Best Buy,0221,Best Buy0221,10303 E 71st St,Tulsa,OK,74133,36.0609100,-95.8628090,9182506819,A
Best Buy,0222,Best Buy0222,4229 E McCain Blvd,N Little Rock,AR,72117,34.7912200,-92.2212800,5019552109,A
Best Buy,0223,Best Buy0223,55 Hotel Cir NE,Albuquerque,NM,87123,35.0821420,-106.5275150,5052983585,A
Best Buy,0225,Best Buy0225,4040 S College Ave,Ft Collins,CO,80525,40.5307150,-105.0754810,9702256003,A
Best Buy,0226,Best Buy0226,5916 W Loop 289,Lubbock,TX,79424,33.5402540,-101.9354830,8067914384,A
Best Buy,0227,Best Buy0227,6300 E Lloyd Expwy,Evansville,IN,47715,37.9767290,-87.4764540,8124712817,A
Best Buy,0228,Best Buy0228,737 Northcrest S/C,Fort Wayne,IN,46805,41.1205900,-85.1300330,2604715501,A
Best Buy,0229,Best Buy0229,5820 E 82nd St,Indianapolis,IN,46250,39.9059980,-86.0690230,3178410711,A
Best Buy,0230,Best Buy0230,562 Fry Rd,Greenwood,IN,46142,39.6282440,-86.1202100,3178810898,A
Best Buy,0232,Best Buy0232,9977 E Washington St,Indianapolis,IN,46229,39.7747130,-85.9921820,3178973941,A
Best Buy,0233,Best Buy0233,510 Gulfgate Center,Houston,TX,77087,29.6976070,-95.2983650,7132427195,A
Best Buy,0235,Best Buy0235,4717 S Padre Island Dr,Corpus Christi,TX,78411,27.7143500,-97.3868500,3618578300,A
Best Buy,0236,Best Buy0236,700 S Jackson Rd,McAllen,TX,78501,26.1932600,-98.2061400,956-661-9406,A
Best Buy,0237,Best Buy0237,8889 Gateway Blvd W STE 100,El Paso,TX,79925,31.7722568,-106.3742629,9155914491,A
Best Buy,0238,Best Buy0238,5885 Eastex Fwy,Beaumont,TX,77706,30.1251100,-94.1557590,4098928793,A
Best Buy,0239,Best Buy0239,2480 Hwy 6 S,Houston,TX,77077,29.7366575,-95.6441676,2814932365,A
Best Buy,0240,Best Buy0240,333 N 170th,Omaha,NE,68118,41.2614200,-96.1802830,4022895389,A
Best Buy,0241,Best Buy0241,7905 San Dario Ave,Laredo,TX,78045,27.5723300,-99.5008860,2107910376,A
Best Buy,0242,Best Buy0242,19425 Gulf Fwy,Webster,TX,77598,29.5436120,-95.1399170,7133328090,A
Best Buy,0243,Best Buy0243,4505 Monroe St,Toledo,OH,43613,41.6870940,-83.6202400,4194711411,A
Best Buy,0244,Best Buy0244,4627 S Jack Kultgen Pkwy,Waco,TX,76711,31.4996540,-97.1501630,2546622154,A
Best Buy,0245,Best Buy0245,15300 Cedar Ave,Apple Valley,MN,55124,44.7279610,-93.2175940,9524312466,A
Best Buy,0246,Best Buy0246,5514 S Broadway Ave,Tyler,TX,75703,32.2891450,-95.3031810,9035090690,A
Best Buy,0247,Best Buy0247,1407 Spring Meadows Dr,Holland,OH,43528,41.6153630,-83.6965700,4198676981,A
Best Buy,0248,Best Buy0248,4195 Phoenix Ave,Ft Smith,AR,72903,35.3388400,-94.3873950,4797098939,A
Best Buy,0249,Best Buy0249,2727 W Thunderbird Rd,Phoenix,AZ,85053,33.6098640,-112.1181430,6028433420,A
Best Buy,0250,Best Buy0250,12645 N 48th St,Phoenix,AZ,85032,33.6004411,-111.9778160,6024942500,A
Best Buy,0251,Best Buy0251,8290 W Bell Rd,Glendale,AZ,85308,33.6398740,-112.2328890,6234862600,A
Best Buy,0253,Best Buy0253,1949 E Camelback Rd,Phoenix,AZ,85016,33.5074500,-112.0401300,6022663400,A
Best Buy,0254,Best Buy0254,6315 E Southern Ave,Mesa,AZ,85206,33.3920230,-111.6947930,4808071900,A
Best Buy,0255,Best Buy0255,20408 Hwy 59 N,Humble,TX,77338,30.0109940,-95.2624540,2815403135,A
Best Buy,0256,Best Buy0256,4255 Lyndon B Johnson Fwy,Farmers Branch,TX,75244,32.9260850,-96.8373190,9722399980,A
Best Buy,0257,Best Buy0257,561 Boardman-Poland Rd,Boardman,OH,44512,41.0242740,-80.6435150,3307586430,A
Best Buy,0258,Best Buy0258,2601 S Stemmons Fwy,Lewisville,TX,75067,32.9996860,-96.9628930,2144888624,A
Best Buy,0259,Best Buy0259,3220 Nicholasville Rd,Lexington,KY,40503,37.9932030,-84.5210410,8592720024,A
Best Buy,0261,Best Buy0261,2109 Matthew Township Pkwy,Matthews,NC,28105,35.1273550,-80.7048990,,A
Best Buy,0262,Best Buy0262,10600 Centrum Pkwy,Pineville,NC,28134,35.0890720,-80.8786270,7045434575,A
Best Buy,0263,Best Buy0263,8251 Gateway Overlook Drive,Elkridge,MD,21075,39.1844730,-76.7938650,4108729448,A
Best Buy,0264,Best Buy0264,370 Harbison Blvd,Columbia,SC,29212,34.0760320,-81.1530020,8037492188,A
Best Buy,0265,Best Buy0265,14160 Baltimore Ave,Laurel,MD,20707,39.0847770,-76.8620020,3014971890,A
Best Buy,0266,Best Buy0266,2907 Centre Dr,Fairborn,OH,45324,39.7734170,-84.0494120,9373201484,A
Best Buy,0268,Best Buy0268,8210 Concord Mills Blvd,Concord,NC,28027,35.3717275,-80.7192271,7049797839,A
Best Buy,0269,Best Buy0269,6555 Frontier Dr,Springfield,VA,22150,38.7744120,-77.1696640,7039224980,A
Best Buy,0271,Best Buy0271,1417 Golden Gate Blvd,Cleveland,OH,44124,41.5224190,-81.4469070,4404499150,A
Best Buy,0272,Best Buy0272,1125 Woodruff Rd #1200,Greenville,SC,29607,34.8294300,-82.2995830,8643291291,A
Best Buy,0273,Best Buy0273,13058 Fairlakes S/C,Fairfax,VA,22033,38.8571490,-77.3960510,7036313332,A
Best Buy,0274,Best Buy0274,131 Mall Woods Dr,Dayton,OH,45449,39.6413830,-84.2288440,9372910370,A
Best Buy,0275,Best Buy0275,11800 Chenal Pkwy,Little Rock,AR,72211,34.7496700,-92.4059600,5012274177,A
Best Buy,0276,Best Buy0276,1201 S Hayes St,Arlington,VA,22202,38.8615590,-77.0581970,7034147090,A
Best Buy,0277,Best Buy0277,11525 Metcalf Ave,Overland Park,KS,66210,38.9173300,-94.6675990,9136631291,A
Best Buy,0278,Best Buy0278,445 Howe Ave,Cuyahoga Falls,OH,44221,41.1191540,-81.4785760,3309285410,A
Best Buy,0279,Best Buy0279,5140 Great Northern Plz,N Olmsted,OH,44070,41.4145720,-81.9115580,4407790021,A
Best Buy,0280,Best Buy0280,2511 W Loop 250 N,Midland,TX,79705,32.0343000,-102.1170000,9156872051,A
Best Buy,0281,Best Buy0281,1000 W 78th St,Minneapolis,MN,55423,44.8623910,-93.2926080,6128613917,A
Best Buy,0283,Best Buy0283,5799 Leesburg Pike,Falls Church,VA,22044,38.8504540,-77.1309970,7036710184,A
Best Buy,0285,Best Buy0285,96 Rothrock Rd,Copley,OH,44321,41.1326780,-81.6497870,3306651041,A
Best Buy,0286,Best Buy0286,6595 Strip Ave NW,North Canton,OH,44720,40.8768420,-81.4347600,3302440639,A
Best Buy,0287,Best Buy0287,2730 Prince William Pkwy,Woodbridge,VA,22192,38.6513887,-77.2954344,7034907499,A
Best Buy,0288,Best Buy0288,15750 Shady Grove Rd,Gaithersburg,MD,20877,39.1142130,-77.1861390,3019908839,A
Best Buy,0289,Best Buy0289,3820 S Maryland Pkwy,Las Vegas,NV,89119,36.1197930,-115.1361550,7027328283,A
Best Buy,0290,Best Buy0290,6722 Ritchie Hwy,Glen Burnie,MD,21061,39.1919520,-76.6137191,4108630000,A
Best Buy,0291,Best Buy0291,5133 Richmond Ave,Houston,TX,77056,29.7307600,-95.4623400,7135521512,A
Best Buy,0292,Best Buy0292,2782 Taylor Rd Ext,Reynoldsburg,OH,43068,39.9358710,-82.7843930,6148633442,A
Best Buy,0293,Best Buy0293,1200 Rockville Pike,Rockville,MD,20852,39.0697300,-77.1307280,3019841479,A
Best Buy,0294,Best Buy0294,110 E Blackstock Rd,Spartanburg,SC,29301,34.9336770,-81.9914940,8645743038,A
Best Buy,0295,Best Buy0295,3840 Morse Rd,Columbus,OH,43219,40.0602590,-82.9175100,6144719510,A
Best Buy,0296,Best Buy0296,602 Boulton St,Bel Air,MD,21014,39.5279850,-76.3595950,4108936101,A
Best Buy,0297,Best Buy0297,1861 Fountain Dr,Reston,VA,20190,38.9616270,-77.3568050,7037873760,A
Best Buy,0298,Best Buy0298,7675 N Academy Blvd,Colorado Springs,CO,80920,38.9428030,-104.7997810,7195930414,A
Best Buy,0299,Best Buy0299,4325 Glenwood Ave,Raleigh,NC,27612,35.8408730,-78.6811740,9197824323,A
Best Buy,0300,Best Buy0300,53 Boston Post Rd,Orange,CT,06477,41.2797100,-72.9884400,2037955730,A
Best Buy,0301,Best Buy0301,1432 Butterfield Rd,Downers Grove,IL,60515,41.8361010,-88.0193850,6306209040,A
Best Buy,0302,Best Buy0302,5425 Touhy Ave,Skokie,IL,60077,42.0341140,-87.7591120,8479339170,A
Best Buy,0303,Best Buy0303,615 E Palatine Rd,Arlington Heights,IL,60004,42.1076980,-87.9749190,8475909849,A
Best Buy,0304,Best Buy0304,350 W Army Trail Rd,Bloomingdale,IL,60108,41.9390310,-88.1063710,6305821070,A
