Name,Latitude,Longitude,Address,City,State/ Province,Postal Code,Store Phone,ClusterAssigned,Tier
Home Depot2577,39.373616,-76.562377,2501 CLEANLEIGH DRIVE,PARKVILLE,MD,21234,4106618555,6,B
Home Depot2579,39.247244,-76.673912,3750 COMMERCE DRIVE,HALETHROPE,MD,21227,4102478044,6,B
Home Depot2580,39.565474,-76.968015,835 MARKET STREET,WESTMINSTER,MD,21157,4108574719,6,B
Home Depot2581,39.4072,-76.946673,1326 LONDONTOWN BLVD,SYKESVILLE,MD,21784,4105493559,6,B
Home Depot2582,39.135521,-76.594483,66 MOUNTAIN RD,GLEN BURNIE,MD,21060,4435720077,6,B
Home Depot2584,39.357434,-76.704092,6620 REISTERSTOWN RD,BALTIMORE,MD,21215,4103584046,6,B
Home Depot2587,39.336308,-76.490038,6415 PETRIE WAY,ROSEDALE,MD,21237,4102387892,6,B
Verizon Wireless01147,39.915055,-77.653932,947 Wayne Ave,Chambersburg,PA,17201,7172610275,6,B
Verizon Wireless01152,40.303055,-76.811729,4650 Jonestown Rd,Harrisburg,PA,17109,7175408270,6,B
Verizon Wireless01153,40.074314,-76.320877,1615 Manheim Pike Chelsea Square Shopping Ctr,Lancaster,PA,17601,7175601065,6,B
Verizon Wireless01157,40.246129,-77.029889,6560 Carlisle Pike,Mechanicsburg,PA,17050,7177968200,6,B
Verizon Wireless01177,39.987895,-76.672943,2899 Whiteford Rd,York,PA,17402,7177574125,6,B
Verizon Wireless01507,39.497906,-76.325186,2 Bel Air S Pkwy,Bel Air,MD,21015,4105157700,6,B
Verizon Wireless01509,39.435768,-76.624156,1964 York Rd,Lutherville Timonium,MD,21093,4105619950,6,B
Verizon Wireless01511,39.389537,-76.739853,1852 Reisterstown Rd Ste 105,Pikesville,MD,21208,4104157088,6,B
Verizon Wireless01512,39.284103,-76.752518,6220 Baltimore National Pike,Catonsville,MD,21228,4107445500,6,B
Verizon Wireless01513,39.372103,-76.464189,8149 Honeygo Blvd,Baltimore,MD,21236,4109333900,6,B
TCC19677,39.605735,-76.47366,1752 JARRETTSVILLE RD,Jarrettsville,MD,21084,4105579265,6,B
Verizon Wireless01463,42.2743,-71.7156,77 Boston Turnpike Quinsigamond Plaza,Shrewsbury,MA,01545,5087670900,7,B
Verizon Wireless01468,41.9383037,-71.349781,237 Emerald Square Mall 999 S. Washington,North Attleboro,MA,02760,5086950077,7,B
Best Buy0343,41.640813,-70.986916,27 Faunce Corner Rd,N Dartmouth,MA,02747,5089840002,7,B
Best Buy0385,41.9540677,-70.7173763,228 Colony Place,Plymouth,MA,02360,5087323640,7,B
Best Buy0441,41.9383039,-71.3497807,1337 S Washington St,Attleboro,MA,02760,5086995800,7,B
Best Buy0534,42.7132233,-71.4421205,220 Daniel Webster Hwy,Nashua,NH,03060,6038914900,7,B
Best Buy0568,41.669075,-70.296205,793 Iyannough Rd,Hyannis,MA,02601,5087715170,7,B
Best Buy0569,41.701429,-71.496527,24 Universal Blvd,Warwick,RI,02886,4018267007,7,B
Best Buy0591,43.218911,-71.485837,78 Damante Dr,Concord,NH,03301,6032270826,7,B
Best Buy0806,41.794071,-71.324191,41 Commerce Way,Seekonk,MA,02771,5083361391,7,B
Best Buy0820,42.3509832,-71.6187206,769 Donald J Lynch Blvd,Marlborough,MA,01752,5084869430,7,B
Best Buy0877,42.093139,-71.050967,200 Westgate Dr,Brockton,MA,02301,5085875294,7,B
Home Depot2603,41.966433,-71.026451,1453 Pleasant St,Bridgewater,MA,02324,5086970327,7,B
Home Depot2605,41.730218,-71.168417,535 Grand Army Hwy,Somerset,MA,02726,5086469053,7,B
Home Depot2607,42.35037,-71.503673,701 BOSTON POST RD EAST,Marlborough,MA,01752,5083572223,7,B
Home Depot2609,42.0229,-71.2334,390 WEST STREET,MANSFIELD,MA,02048,5083372050,7,B
Home Depot2611,42.081133,-70.990696,715 CRESCENT STREET,Brockton,MA,02302,5084279970,7,B
Home Depot2612,41.6762,-70.3009,65 INDEPENDENCE DRIVE,Hyannis,MA,02601,5087788948,7,B
Home Depot2613,41.760308,-70.669288,2994 CRANBERRY HIGHWAY,EAST WAREHAM,MA,02538,5082917051,7,B
Home Depot2615,41.8006,-71.3382,95 HIGHLAND AVENUE,SEEKONK,MA,02771,5083362563,7,B
Home Depot2624,42.114922,-71.848633,99 SuttonAve,Oxford,MA,01540,5089872151,7,B
Home Depot2651,42.114133,-71.467443,229 Hartford Ave,Bellingham,MA,02019,5089669200,7,B
Home Depot2659,41.906076,-71.356772,1100 Newport Ave,S Attleboro,MA,02703,5087614001,7,B
Home Depot2671,42.128109,-71.066913,60 Stockwell Dr,Avon,MA,02322,5085800600,7,B
Home Depot2672,42.2745,-71.7158,530 Boston Tpke,Shrewsbury,MA,01545,5088424100,7,B
Home Depot2673,41.6437,-71.0007,470 State Rd,N Dartmouth,MA,02747,5089979600,7,B
Home Depot2676,42.529034,-71.739254,135 Commercial Rd,Leominster,MA,01453,9788400800,7,B
Home Depot2677,41.8774,-71.0645,899 County St,Taunton,MA,02780,5088230960,7,B
Home Depot2680,41.929163,-70.657637,39 Long Pond Rd,Plymouth,MA,02360,5088306702,7,B
Home Depot2682,42.18214,-71.856774,779 Washington St,Auburn,MA,01501,5087212247,7,B
Home Depot2684,42.314209,-71.797833,130 GOLDSTAR BLVD,WORCESTER,MA,01606,5088526260,7,B
Verizon Wireless01460,42.707851,-71.441344,258 Daniel Webster Highway,Nashua,NH,03060,6038882000,7,B
Verizon Wireless01465,42.125772,-71.06752,1 Harrison Blvd,Avon,MA,02322,5088946200,7,B
Verizon Wireless01466,42.147618,-70.845578,1800 Washington St,Hanover,MA,02339,7818291700,7,B
Verizon Wireless01469,41.726181,-71.480258,399 Bald Hill Rd,Warwick,RI,02886,4017394100,7,B
Verizon Wireless01471,41.827789,-71.417715,117 Providence Pl,Providence,RI,02903,4012704330,7,B
Verizon Wireless01480,43.214166,-71.532242,75-77 Fort Eddy Rd,Concord,NH,03301,6037316600,7,B
Best Buy0212,38.878049,-104.718395,3150 New Center Point,Colorado Springs,CO,80922,7195979519,8,A
Best Buy0298,38.942803,-104.799781,7675 N Academy Blvd,Colorado Springs,CO,80920,7195930414,8,A
Best Buy1030,38.3348,-104.62025,5890 N ELIZABETH STREET,PUEBLO,CO,81008,7192530438,8,B
Home Depot1504,38.834005,-104.759409,102 N Academy Blvd,Colorado Springs,CO,80909,7195737000,8,B
Home Depot1510,38.933462,-104.800223,7120 N Academy Blvd,Colorado Springs,CO,80920,7195316400,8,B
Home Depot1511,38.314526,-104.614604,4450 N Freeway Rd,Pueblo,CO,81008,7195455400,8,B
Home Depot1518,38.798953,-104.819873,2250 Southgate Rd,Colorado Springs,CO,80906,7194710054,8,B
Home Depot1538,38.943604,-104.723194,5660 E WOODMEN ROAD,COLORADO SPRINGS,CO,80920,7192665165,8,B
Home Depot1541,39.063831,-104.852934,15888 JACKSON CREEK PKWY,MONUMENT,CO,80132,7194840900,8,B
Home Depot1542,38.431014,-105.178676,141 MACKENZIE AVE,CANON CITY,CO,81212,7192762452,8,B
Verizon Wireless00644,38.801608,-104.817687,2130 Southgate Rd,Colorado Springs,CO,80906,7196350874,8,B
Verizon Wireless00603,21.293598,-157.842636,1440 Kapiolani Blvd,Honolulu,HI,96814,8089734884,9,A
Verizon Wireless00606,19.699325,-155.063868,315 E Makaala St Ste 111,Hilo,HI,96720,8089356931,9,A
Best Buy0763,21.31794,-157.8744,478 Alakawa St,Honolulu,HI,96817,8085257182,9,B
Best Buy0852,21.384298,-157.949163,98-051 Kamehameha Hwy,Aiea,HI,96701,8084856940,9,B
Home Depot1701,21.317383,-157.873052,421 Alakawa St,Honolulu,HI,96817,8085217355,9,B
Home Depot1702,21.395076,-157.974078,1021 KAMEHAMEHA HIGHWAY,PEARL CITY,HI,96782,8084551200,9,B
Home Depot1703,20.876464,-156.456941,100 PAKAULA ST,Maui,HI,96732,8088937800,9,B
Home Depot1704,19.690204,-156.017879,73-5598 OLOWALU ST,KAILUA KONA,HI,96740,8083266013,9,B
Home Depot1705,21.96327,-159.376073,4320 NUHOU STREET,LIHUE-KAUAI,HI,96766,8086322740,9,B
Home Depot1706,21.329635,-158.071769,4600 KAPOLEI PARKWAY,KAPOLEI,HI,96707,8086746120,9,B
Verizon Wireless00675,21.396715,-157.976547,1000 Kamehameha Hwy Ste 225,Pearl City,HI,96782,8084560687,9,B
Verizon Wireless01823,19.643803,-155.993515,75-5595 Palani Rd,Kailua Kona,HI,96740,8083269540,9,B
A Wireless0041,32.675186,-114.625046,2886 South 4th Avenue,Yuma,AZ,85364,9283293474,10,B
A Wireless0042,32.715809,-114.504219,3325 South Avenue 8 East,Yuma,AZ,85365,9287261171,10,B
Best Buy0895,32.701349,-114.605207,1364 S Yuma Palms Pkwy,Yuma,AZ,85365,9283760846,10,B
Best Buy1113,32.769896,-115.534334,2901 S Dogwood,EL Centro,CA,92243,7604825980,10,B
Home Depot0402,32.707878,-114.6122,1111 S Redondo Ctr Dr,Yuma,AZ,85365,5203739453,10,B
Home Depot1059,32.770709,-115.534922,320 WAKE AVE,EL CENTRO,CA,92243,7603530362,10,B
Verizon Wireless01759,32.799721,-115.570358,880 N Imperial Ave,El Centro,CA,92243,7603375508,10,B
Best Buy0272,34.82943,-82.299583,1125 Woodruff Rd #1200,Greenville,SC,29607,8643291291,11,A
Best Buy0294,34.933677,-81.991494,110 E Blackstock Rd,Spartanburg,SC,29301,8645743038,11,A
Verizon Wireless00272,34.82463,-82.555979,5116 Calhoun Memorial Hwy,Easley,SC,29640,8648559440,11,A
Verizon Wireless00280,34.849716,-82.328339,469 Congaree Rd,Greenville,SC,29607,8646273000,11,A
Verizon Wireless00308,35.330101,-81.886177,276 Butler Rd,Forest City,NC,28043,8282479999,11,A
Best Buy0445,35.579698,-82.523497,83 S Tunnel Rd,Asheville,NC,28805,8282982330,11,B
Best Buy0507,33.493806,-82.078156,3667 Walton Way Ext,Augusta,GA,30909,7067339155,11,B
Best Buy0520,34.550791,-82.67658,3601 Clemson Blvd,Anderson,SC,29621,8642247702,11,B
Best Buy0953,35.44689,-82.53674,10 McKenna Rd,Arden,NC,28704,8286840485,11,B
Home Depot0119,33.501247,-82.090433,499 Bobby Jones Expy,Augusta,GA,30907,7066507662,11,B
Home Depot1104,34.889165,-82.384167,2490 N Pleasantburg Dr,Greenville,SC,29609,8642320510,11,B
Home Depot1105,34.549407,-82.674353,3427 Clemson Blvd,Anderson,SC,29621,8649640820,11,B
Home Depot1108,34.975327,-81.878915,2300 E MAIN STREET,SPARTANBURG,SC,29307,8645790382,11,B
Home Depot1117,33.520964,-81.718138,1785 Whiskey Rd,Aiken,SC,29803,8036486291,11,B
Home Depot1119,34.829609,-82.307789,79 Woodruff Industrial Ln,Greenville,SC,29607,8642840991,11,B
Home Depot1124,34.708736,-82.252447,669 FAIRVIEW ROAD,SIMPSONVILLE,SC,29680,8649637732,11,B
Home Depot1126,34.938352,-82.26904,1385 WADE HAMPTON BLVD W,GREER,SC,29650,8648486083,11,B
Home Depot1127,34.805591,-82.374145,1339 S PLEASANTBURG DR,GREENVILLE,SC,29605,8642360197,11,B
Home Depot1129,34.934125,-81.986882,121 DORMAN CENTER DRIVE,SPARTANBURG,SC,29301,8645742922,11,B
Home Depot1130,34.684895,-83.002746,1614 SANDIFER BLVD,SENECA,SC,29678,8648860633,11,B
Home Depot1747,33.535625,-82.129245,520 N Belair Rd,Evans,GA,30809,7068547832,11,B
Home Depot1748,34.447745,-82.89514,1700 Anderson Hwy,Hartwell,GA,30643,7063761748,11,B
Best Buy0500,44.722614,-85.64575,2577 N US Hwy 31,Traverse City,MI,49684,2319292388,12,B
Home Depot2726,44.724626,-85.635204,2522 Crossing Cir,Traverse City,MI,49684,2319229440,12,B
Home Depot2752,44.26144,-85.384724,3786 S US Hwy 131,Cadillac,MI,49601,2317792776,12,B
Home Depot2755,45.352704,-84.970929,1700 Anderson Rd,Petoskey,MI,49770,2314395300,12,B
Home Depot2759,45.02741,-84.694121,1381 W Main St,Gaylord,MI,49735,9897058471,12,B
Home Depot2760,45.061642,-83.463361,1348 M 32 W,Alpena,MI,49707,5173580900,12,B
Home Depot2769,44.332935,-84.649845,2241 W HOUGHTON LAKE DR,HOUGHTON LAKE,MI,48629,9893660908,12,B
Home Depot2782,44.244466,-84.225591,2892 COOK ROAD,W BRANCH,MI,48661,9893457601,12,B
Best Buy0539,61.14442,-149.86711,800 E DIMOND Blvd,Anchorage,AK,99515,9073444409,13,B
Home Depot1301,61.182676,-149.873651,515 E Tudor Rd,Anchorage,AK,99503,9075639800,13,B
Home Depot1302,61.218129,-149.813853,400 RODEO PLACE,ANCHORAGE,AK,99508,9072762006,13,B
Home Depot1303,64.857612,-147.682902,601 JOHANSEN EXPRESSWAY,FAIRBANKS,AK,99701,9074519003,13,B
Home Depot1304,61.580032,-149.400973,1255 PALMER WASILLA HWY,WASILLA,AK,99654,9073578181,13,B
Best Buy0004,44.9706769,-93.4497706,13513 Ridgedale Dr,Minnetonka,MN,55305,9525440377,14,A
Best Buy0007,45.016167,-93.167759,1647 W Cnty Rd B2,Roseville,MN,55113,6517460538,14,A
Best Buy0008,44.7474895,-93.2878894,14141 Aldrich Ave S,Burnsville,MN,55337,9524359379,14,A
Best Buy0010,45.035798,-93.025514,1885 County Rd D E,Maplewood,MN,55109,6517041901,14,A
Best Buy0011,45.126108,-93.261699,300 Northtown Dr NE,Blaine,MN,55432,7637808668,14,A
Best Buy0012,45.553282,-94.209761,4130 W Division St,St Cloud,MN,56301,3202595208,14,A
Best Buy0015,44.9498,-92.93752,8301 3rd St North,Oakdale,MN,55128,6517391899,14,A
Best Buy0043,46.807702,-92.169177,5105 Burning Tree Rd,Duluth,MN,55811,2187228767,14,A
Best Buy0245,44.727961,-93.217594,15300 Cedar Ave,Apple Valley,MN,55124,9524312466,14,A
Best Buy0281,44.862391,-93.292608,1000 W 78th St,Minneapolis,MN,55423,6128613917,14,A
Best Buy0329,45.0941164,-93.4449432,12905 Elm Creek Blvd,Maple Grove,MN,55369,7634166300,14,A
Best Buy0330,44.170369,-93.949729,1895 Adams St,Mankato,MN,56001,5073441001,14,A
Best Buy0522,46.362031,-94.245029,14555 EDGEWOOD DR N,Baxter,MN,56425,2188280700,14,B
Best Buy0540,45.199699,-93.350226,12633 Riverdale Blvd,Coon Rapids,MN,55448,7634220032,14,B
Best Buy0611,44.859831,-93.424953,11600 Leona Dr,Eden Prairie,MN,55344,9529415149,14,B
Best Buy1055,44.832061,-93.15644,1235 Town Centre Dr,Eagan,MN,55123,6513650540,14,B
Home Depot2801,45.009814,-93.02366,2360 White Bear Ave N,Maplewood,MN,55109,6517709600,14,B
Home Depot2802,45.070897,-93.268195,5650 Main St NE,Minneapolis,MN,55432,7635719600,14,B
Home Depot2803,45.196034,-93.366369,3550 124th Ave NW,Coon Rapids,MN,55433,7634221200,14,B
Home Depot2804,45.078888,-93.392083,6701 Boone Ave N,Brooklyn Park,MN,55428,7635331200,14,B
Home Depot2805,44.86007,-93.263281,400 W 79th St,Bloomington,MN,55420,6128817020,14,B
Home Depot2806,44.965391,-93.352284,5800 Cedar Lake Rd S,St Louis Park,MN,55416,6125120109,14,B
Home Depot2807,45.005416,-93.227867,1520 New Brighton Blvd,Minneapolis,MN,55413,6127829594,14,B
Home Depot2808,44.997834,-93.453903,1705 Annapolis Ln N,Plymouth,MN,55441,7635099590,14,B
Home Depot2809,44.749944,-93.27947,155 W Nicollet Blvd,Burnsville,MN,55337,6128986960,14,B
Home Depot2810,44.943893,-92.939438,8334 Tamarack Vlg,Woodbury,MN,55125,6517148751,14,B
Home Depot2811,45.549897,-94.219941,401 2nd St S,Waite Park,MN,56387,3202523262,14,B
Home Depot2812,44.86628,-93.447586,13100 Valley View Rd,Eden Prairie,MN,55344,6129490982,14,B
Home Depot2813,44.840608,-93.156929,3220 Denmark Ave,Eagan,MN,55121,6514522323,14,B
Home Depot2817,46.805536,-92.163765,1101 Mall Dr,Duluth,MN,55811,2187200938,14,B
Verizon Wireless01332,44.937683,-92.938446,8144 Coller Way Ste 100,Woodbury,MN,55125,6517349678,14,B
Verizon Wireless01336,44.86114,-93.301864,7815 Southtown Ctr,Bloomington,MN,55431,9528868981,14,B
Verizon Wireless01352,44.73251,-93.200554,14949 Florence Trl Ste 300,Apple Valley,MN,55124,9524311993,14,B
Verizon Wireless01363,45.126158,-93.256276,599 Northtown Dr NE STE 400,Blaine,MN,55434,7637833070,14,B
A Wireless0001,31.31698,-86.498283,1015 River Falls St,Andalusia,AL,36420,3344034023,15,B
